Time,Mass,Alpha low,Alpha mean,Alpha high,RMSE low,RMSE mean,RMSE high,k low,k mean,k high
0,0.4202,0.301752811920702,0.301931383056611,0.302299583858366,2.44560499527264,2.67378570685088,4.17611297639277,0.195652384561269,0.195525798592379,0.195265239890988
2.58400000000256,0.4299,0.316640742755763,0.312482784036791,0.307845894765456,2.38689951797295,3.06046064168376,4.78202723615076,0.189852184685439,0.192638832272351,0.195831251615672
4.81500000000233,0.4334,0.330438719035044,0.330343103934561,0.329854723131652,2.66029955544129,3.42366890392268,5.17123300520594,0.182559109926343,0.182617938529779,0.182918927948401
7.09500000000116,0.4393,0.329481072570614,0.333678280978348,0.336280949468607,2.626765084932,3.53237979492118,5.20957308763292,0.185643053185478,0.183043221777788,0.18146207034404
9.36699999999837,0.4498,0.311906010413184,0.315607156961468,0.318956477818202,2.61526949462486,5.21533290696497,8.80206002143328,0.201966360676567,0.199358328359873,0.197048052530553
11.5840000000026,0.4101,0.34166258487891,0.346103031570315,0.347477417160727,2.59399370944529,3.61396330314485,5.97514302113154,0.166416050938787,0.164019931128896,0.163290053491086
13.7750000000015,0.4536,0.339687749145491,0.350525081918786,0.360071327022648,2.55323902552531,6.11110458029015,11.2638620335774,0.185267851167818,0.178841722608146,0.173484662405276
15.9950000000026,0.411,0.349530722800769,0.354155927083475,0.357897875090182,2.70315179958593,3.54214984620261,5.73735324795147,0.162565735788512,0.160170459418385,0.158275422135359
18.1849999999977,0.479,0.349681668919318,0.345793004386657,0.341426255620758,2.62437164145408,3.72099737850445,5.81052755334609,0.189370050151001,0.191769749491403,0.194526130478823
20.3640000000014,0.4888,0.334630336242014,0.321919753147786,0.316380416126753,2.5652144715095,7.35261194425824,14.1909795557772,0.203021825454562,0.211953499484832,0.216059607539508
22.5550000000003,0.486,0.361600658196902,0.356470824979877,0.350952112075582,2.55078308229955,3.62241825165126,6.17275481021863,0.184983504212727,0.188007141293283,0.191353078910372
24.7330000000002,0.4472,0.300950720816362,0.305448283579311,0.302763678439859,2.47087526896135,2.89888926990457,4.65083835787586,0.208831064185556,0.205466833910003,0.207463430551172
26.8819999999978,0.4981,0.357752386488218,0.339792118385508,0.324733410106471,2.63046766770012,8.05925470641058,14.9003704810415,0.191905935332436,0.203373387688299,0.213912975605954
29.0720000000001,0.4918,0.361139740073274,0.358842841468321,0.360490998382241,2.73385130256028,3.91568004149629,6.59524337824649,0.187462691429531,0.188825787978852,0.18784602801427
31.25,0.5087,0.368265837094505,0.371041294268429,0.382853438223806,2.96530068766685,3.94626414527696,6.52962416545138,0.189635812744109,0.188015003304222,0.181364107512436
33.4420000000027,0.5145,0.331787806064895,0.31954409411987,0.307935158474323,2.66363270056199,7.92301940295172,14.9965571927564,0.21573920609229,0.224933607626052,0.234294284808086
35.6180000000022,0.4766,0.375646099434979,0.386696183861689,0.388824213355611,3.44366667644597,4.55619654070099,7.01711041945015,0.173677996400451,0.167969518451406,0.166905091531737
37.8110000000015,0.544,0.368160376253935,0.316801447980115,0.270809380308989,2.91895046954756,11.8339847769686,23.5811888721557,0.202861474206458,0.240106444214421,0.284820886586803
39.9860000000044,0.5469,0.388161433013669,0.394371674371367,0.385528804751921,3.08865731716166,4.3597894736819,7.17158444441432,0.1919031935751,0.188397972878127,0.193420951698497
42.1719999999987,0.5638,0.3904944384167,0.316854187281809,0.232908411223895,3.56396274445508,11.3948865314637,21.8441482544523,0.196463189342917,0.248799890855214,0.346587311858274
44.3640000000014,0.5631,0.243097437905469,0.229443875689754,0.180927038523033,24.3581692104244,21.0353768702466,23.4887124094304,0.330829613771636,0.351670537103279,0.450500181053056
46.5409999999974,0.5312,0.421514621140565,0.421452643151999,0.408415603400555,3.7055171243143,4.47626055720507,7.23196409228132,0.169209375322508,0.169238961669438,0.175647098710162
48.7289999999994,0.5924,0.30085886377113,0.299487255658019,0.299939736463278,2.44113126728357,3.11675361688637,4.81368829084463,0.276728133189729,0.278113555400464,0.277655174651426
50.9190000000017,0.5742,0.376707928850163,0.293486150860259,0.204287731230908,3.2741537494901,11.4210688938992,22.5696618456456,0.208567159344034,0.275586041440427,0.405000086316241
53.0910000000003,0.6158,0.421449725009006,0.418861139954523,0.405942270258053,3.61607797542662,4.94972948118753,8.46090466778078,0.196193920455709,0.197634837277905,0.205080284715368
55.2830000000031,0.6158,0.35071741323086,0.207487170924363,0.108312568401421,10.5423154890057,18.4278880280907,26.6365970906293,0.242642406249136,0.42735860755327,0.831703660175893
57.461000000003,0.592,0.446138957574946,0.452718504934084,0.447062831556861,4.58507110618747,4.8432912360422,7.26888219334763,0.17614732130207,0.173037264247608,0.175705553501888
59.6540000000023,0.6458,0.320251280725841,0.173548700166668,0.0503348017100852,13.7336960193243,20.4318637168589,29.1592803171132,0.281647036899078,0.539341146205781,1.88555649819184
61.8459999999977,0.6042,0.444721529384644,0.445990821961371,0.446757252463051,4.75394801553191,5.75165317677437,8.73902807335142,0.180472464444984,0.17984983742797,0.179475452751138
64.0220000000045,0.669,0.448170526852934,0.459406748817038,0.450969478636112,5.57925062462124,5.12010652325516,7.54222192637987,0.197963080147191,0.19206579274262,0.19646889477909
66.2130000000034,0.6687,0.317359855478375,0.164126382761113,0.0871484059211896,19.9189712907591,23.8977209235681,26.8739129013879,0.29457224634662,0.591476293767658,1.12481435614147
